eps,W
0.0,0.4266085450875769
0.1,0.39224590537627596
0.2,0.3661185751138688
0.30000000000000004,0.3454489491939129
0.4,0.3278831903508113
0.5,0.3116315115886724
0.6000000000000001,0.29542692891128275
0.7000000000000001,0.27850136437289785
0.8,0.26068276687383496
0.9,0.24236051697273464
1.0,0.22440833286903245
1.1,0.2077811908526125
1.2000000000000002,0.19322152417712762
1.3,0.18113762186977916
1.4000000000000001,0.17155633958688501
1.5,0.16430524976130503
1.6,0.15911404802799636
1.7000000000000002,0.1556855688125847
1.8,0.15367587354562204
1.9000000000000001,0.15295212624255314
2.0,0.15310216911019825
2.1,0.15404459281933755
2.2,0.15529628289240469
2.3000000000000003,0.15680052576362422
2.4000000000000004,0.15776869153318257
2.5,0.15778549821326301
2.6,0.15320659233863365
2.7,0.14409552149865365
2.8000000000000003,0.1268702357302578
2.9000000000000004,0.11054236357331483
3.0,0.10254568546787624
3.1,0.10442534030141708
3.2,0.10800130807746036
3.3000000000000003,0.1161168518647436
3.4000000000000004,0.12252046451571914
3.5,0.1317346157790903
3.6,0.1395746298442266
3.7,0.14736680446746642
3.8000000000000003,0.15506796971160028
3.9000000000000004,0.16403002335104425
4.0,0.17115271108344757
4.1000000000000005,0.17940237080544133
4.2,0.18884436662687087
4.3,0.19603581838758632
4.4,0.20271823835545744
4.5,0.20995790269499665
4.6000000000000005,0.21819344753715622
4.7,0.22528940053137983
4.800000000000001,0.2327288324961377
4.9,0.24074670711167137
5.0,0.24760305521640721
