eps,W
0.0,0.09946791190186
0.1,0.09822575357854117
0.2,0.0969503825630677
0.30000000000000004,0.09419623206078125
0.4,0.09219073586704025
0.5,0.08889134231596203
0.6000000000000001,0.0891929087086811
0.7000000000000001,0.0879798779610854
0.8,0.08750402908082011
0.9,0.08466609423736038
1.0,0.08405450573784211
1.1,0.08265843062968281
1.2000000000000002,0.08143718803191051
1.3,0.07730702276909197
1.4000000000000001,0.07798105883196436
1.5,0.07540987137715463
1.6,0.07304562022245403
1.7000000000000002,0.07453708522363454
1.8,0.07148359001154656
1.9000000000000001,0.06890070550493041
2.0,0.07057490086461683
2.1,0.0677190478244437
2.2,0.06657084034997372
2.3000000000000003,0.06709664060371469
2.4000000000000004,0.06346555500917495
2.5,0.06299590604185178
2.6,0.06373982980887155
2.7,0.060609734112804764
2.8000000000000003,0.05918494115014749
2.9000000000000004,0.061152754130904846
3.0,0.05645838718085588
3.1,0.058676722288269936
3.2,0.05433125439721924
3.3000000000000003,0.05652232159207531
3.4000000000000004,0.053760911731811606
3.5,0.05333975612054407
3.6,0.05073532393210781
3.7,0.05306112389302878
3.8000000000000003,0.050706649247398594
3.9000000000000004,0.05302934055882265
4.0,0.0503254393330446
4.1000000000000005,0.049285020530938584
4.2,0.04863616128498539
4.3,0.04702798314301597
4.4,0.04567182149175863
4.5,0.04847684547898929
4.6000000000000005,0.043959632846358315
4.7,0.04504851817894094
4.800000000000001,0.046391587374261495
4.9,0.04235559055437593
5.0,0.04456493830110505
