eps,W
0.0,0.4208348036279241
0.1,0.41174219832005554
0.2,0.4025850423743003
0.30000000000000004,0.3931988544908204
0.4,0.3836195100713817
0.5,0.37359753111908284
0.6000000000000001,0.3634807872963179
0.7000000000000001,0.353011182004645
0.8,0.3426867727490375
0.9,0.33152399950272143
1.0,0.321539008209524
1.1,0.3097357471165278
1.2000000000000002,0.29791318888270757
1.3,0.28777133824848294
1.4000000000000001,0.2762458088756957
1.5,0.2651962534983763
1.6,0.25505532296323813
1.7000000000000002,0.24313138559036343
1.8,0.23377503672932462
1.9000000000000001,0.22366865720682674
2.0,0.21425062000295117
2.1,0.20423062493318198
2.2,0.19586874577538038
2.3000000000000003,0.1881328106285558
2.4000000000000004,0.1806103103081077
2.5,0.17159671060328133
2.6,0.16402864834020986
2.7,0.158191733888841
2.8000000000000003,0.15126065961998927
2.9000000000000004,0.1458991944818346
3.0,0.14022589758703682
3.1,0.13446900615882906
3.2,0.1272118733329611
3.3000000000000003,0.12324789277307632
3.4000000000000004,0.11747997182587586
3.5,0.11359165294271051
3.6,0.10805801434358278
3.7,0.10440746650358555
3.8000000000000003,0.10050885173024404
3.9000000000000004,0.09582449130067074
4.0,0.09151462323053662
4.1000000000000005,0.08941643831132884
4.2,0.08573944221878727
4.3,0.08141415308590498
4.4,0.0775521189325823
4.5,0.07446503309092316
4.6000000000000005,0.07120199355143003
4.7,0.06946707757218293
4.800000000000001,0.06471185415788079
4.9,0.06238711177091313
5.0,0.06019025654628314
