eps,W
0.0,0.14054783211243604
0.1,0.1374748926296941
0.2,0.13362329571705528
0.30000000000000004,0.13081273653633754
0.4,0.12708987744111355
0.5,0.12356131770160728
0.6000000000000001,0.12026388345577706
0.7000000000000001,0.11699981777599358
0.8,0.11292473906781746
0.9,0.10956580717742997
1.0,0.10644006651948258
1.1,0.10386905513761613
1.2000000000000002,0.0999631729316952
1.3,0.09781848956422703
1.4000000000000001,0.09530838309457071
1.5,0.09441047601698563
1.6,0.09535342484114473
1.7000000000000002,0.09615985760214361
1.8,0.09600104688257599
1.9000000000000001,0.09906259109864432
2.0,0.1043299105068061
2.1,0.10731232286605444
2.2,0.11214238685682981
2.3000000000000003,0.11760644194843056
2.4000000000000004,0.12086038669966012
2.5,0.1271839372521335
2.6,0.13322278460728001
2.7,0.13907553948202625
2.8000000000000003,0.14524621368091395
2.9000000000000004,0.15119365353322217
3.0,0.15836622929984043
3.1,0.1661877093651261
3.2,0.17133513717117022
3.3000000000000003,0.17661768932578958
3.4000000000000004,0.1848403324247368
3.5,0.18954531864689517
3.6,0.19689325544040184
3.7,0.20337890583575166
3.8000000000000003,0.21035541146754366
3.9000000000000004,0.2164565607980397
4.0,0.22433172549505997
4.1000000000000005,0.23058760304997367
4.2,0.2376753478920853
4.3,0.2436978694825718
4.4,0.25055627935216035
4.5,0.2583590022872456
4.6000000000000005,0.26503248900771154
4.7,0.27190503364226654
4.800000000000001,0.2785104265506515
4.9,0.28498071581727896
5.0,0.29233901705369236
