eps,W
0.0,0.8542192552588891
0.1,0.7690530603359186
0.2,0.7224494525347035
0.30000000000000004,0.6928900279700507
0.4,0.6719500257741031
0.5,0.6559537173545661
0.6000000000000001,0.6430436871677041
0.7000000000000001,0.6321814122576351
0.8,0.6227414545370733
0.9,0.6143252742911075
1.0,0.6052804496479915
1.1,0.5641822139280692
1.2000000000000002,0.5297896567658879
1.3,0.5011960879803617
1.4000000000000001,0.47688199905407685
1.5,0.4558076801766982
1.6,0.43723996800235904
1.7000000000000002,0.4206492663791176
1.8,0.40564425811602817
1.9000000000000001,0.3919310629668384
2.0,0.37928487405476274
2.1,0.3675316640923135
2.2,0.35653472673494063
2.3000000000000003,0.3461857618151759
2.4000000000000004,0.3363979623966267
2.5,0.3271012454672762
2.6,0.31823849075565575
2.7,0.3097629401242775
2.8000000000000003,0.3016359983654146
2.9000000000000004,0.2938256226013227
3.0,0.2848277880988743
3.1,0.21625633048363796
3.2,0.1876218897013118
3.3000000000000003,0.16873863406819253
3.4000000000000004,0.15495367966855406
3.5,0.1442312013207374
3.6,0.13563772170652752
3.7,0.12794245990772102
3.8000000000000003,0.11813940436008866
3.9000000000000004,0.11461351976573696
4.0,0.10547827982551324
4.1000000000000005,0.10296584595117171
4.2,0.09599185327738134
4.3,0.09103021278245366
4.4,0.08653436684418234
4.5,0.08168055676910647
4.6000000000000005,0.07876855709352625
4.7,0.07547961920854736
4.800000000000001,0.0722096766473999
4.9,0.07061585381602974
5.0,0.06384452244386019
