eps,W
0.0,0.42085873485722175
0.1,0.4062155695015281
0.2,0.3915608905302792
0.30000000000000004,0.3769206180707993
0.4,0.3623701888198113
0.5,0.34804663238053196
0.6000000000000001,0.3338809739109995
0.7000000000000001,0.3200893664728035
0.8,0.30678989144925717
0.9,0.2938033795471365
1.0,0.2815894134574951
1.1,0.26965748806935486
1.2000000000000002,0.25827806844436013
1.3,0.24754814333069308
1.4000000000000001,0.23703833011961076
1.5,0.22716165138698682
1.6,0.21737376754547136
1.7000000000000002,0.20813335836428715
1.8,0.19836818267124298
1.9000000000000001,0.18894829806843666
2.0,0.17870429736192148
2.1,0.16883222588716998
2.2,0.15677610880118187
2.3000000000000003,0.1459266719857469
2.4000000000000004,0.13221702012123726
2.5,0.12035317556870602
2.6,0.11018503560124085
2.7,0.09895869277488308
2.8000000000000003,0.08821686696820828
2.9000000000000004,0.08157835016063344
3.0,0.075131665725012
3.1,0.06800114059423806
3.2,0.062008274894594345
3.3000000000000003,0.058654775940800485
3.4000000000000004,0.05255581127751827
3.5,0.04773118777506018
3.6,0.04561503970262497
3.7,0.042917968802974216
3.8000000000000003,0.042306377193479267
3.9000000000000004,0.03933192560760133
4.0,0.0378813908767314
4.1000000000000005,0.03596935958281798
4.2,0.03474047646610126
4.3,0.034414003679994205
4.4,0.03309231764584579
4.5,0.03477926873686373
4.6000000000000005,0.033741442186293526
4.7,0.03479706946306946
4.800000000000001,0.03477731043811451
4.9,0.038572030565328146
5.0,0.03759527027728068
